장기요양기관코드,기관유형코드,기관유형명,정원,현원,
11174000126,A03,노인요양시설(개정법),20 ,19 ,
11174000156,A03,노인요양시설(개정법),100 ,64 ,
11174000191,A03,노인요양시설(개정법),25 ,22 ,
11174000195,A04,노인요양공동생활가정,9 ,9 ,
11174000204,A04,노인요양공동생활가정,9 ,9 ,
11174000208,A03,노인요양시설(개정법),132 ,132 ,
11174000217,A04,노인요양공동생활가정,9 ,9 ,
11174000218,A04,노인요양공동생활가정,9 ,9 ,
11174000222,A04,노인요양공동생활가정,9 ,9 ,
11174000228,A04,노인요양공동생활가정,9 ,9 ,
11174000261,A03,노인요양시설(개정법),78 ,78 ,
11174000290,A03,노인요양시설(개정법),29 ,29 ,
11174000310,A04,노인요양공동생활가정,9 ,9 ,
11174000311,A04,노인요양공동생활가정,9 ,9 ,
11174000335,A04,노인요양공동생활가정,9 ,9 ,
11174000336,A04,노인요양공동생활가정,9 ,9 ,
11174000376,A03,노인요양시설(개정법),81 ,77 ,
11174000386,A03,노인요양시설(개정법),56 ,56 ,
11174000386,G31,치매전담실가형1실,16 ,14 ,
11174000386,G32,치매전담실가형2실,12 ,12 ,
11174000401,A03,노인요양시설(개정법),29 ,27 ,
11174000422,A03,노인요양시설(개정법),89 ,87 ,
12611000104,A03,노인요양시설(개정법),81 ,44 ,
12614000008,A03,노인요양시설(개정법),80 ,66 ,
12614000051,A03,노인요양시설(개정법),49 ,23 ,
12614000053,A03,노인요양시설(개정법),150 ,54 ,
12614000068,A03,노인요양시설(개정법),100 ,97 ,
12617000001,A03,노인요양시설(개정법),120 ,99 ,
12617000074,A03,노인요양시설(개정법),144 ,128 ,
12617000090,A04,노인요양공동생활가정,9 ,8 ,
12620000004,A03,노인요양시설(개정법),123 ,94 ,
12620000004,M31,치매전담실나형1실,10 ,10 ,
12620000004,M32,치매전담실나형2실,10 ,0 ,
12620000120,A03,노인요양시설(개정법),29 ,17 ,
12620000160,A03,노인요양시설(개정법),12 ,12 ,
12623000001,A03,노인요양시설(개정법),20 ,7 ,
12623000091,A04,노인요양공동생활가정,9 ,8 ,
12623000149,A03,노인요양시설(개정법),75 ,74 ,
12623000176,A03,노인요양시설(개정법),41 ,38 ,
12623000178,A03,노인요양시설(개정법),108 ,0 ,
12623000281,A04,노인요양공동생활가정,9 ,9 ,
12623000294,A03,노인요양시설(개정법),99 ,62 ,
12623000382,A03,노인요양시설(개정법),60 ,39 ,
12623000409,A03,노인요양시설(개정법),20 ,18 ,
12626000004,A03,노인요양시설(개정법),84 ,84 ,
12626000084,A03,노인요양시설(개정법),120 ,120 ,
12626000106,A04,노인요양공동생활가정,9 ,9 ,
12626000121,A03,노인요양시설(개정법),49 ,49 ,
12626000126,A03,노인요양시설(개정법),13 ,13 ,
12626000167,A03,노인요양시설(개정법),80 ,57 ,
12626000247,A03,노인요양시설(개정법),25 ,25 ,
12626000308,A03,노인요양시설(개정법),92 ,80 ,
12629000004,A03,노인요양시설(개정법),21 ,21 ,
12629000061,A03,노인요양시설(개정법),29 ,28 ,
12629000108,A03,노인요양시설(개정법),60 ,20 ,
12629000165,A04,노인요양공동생활가정,9 ,8 ,
12632000004,A03,노인요양시설(개정법),76 ,66 ,
12632000009,A03,노인요양시설(개정법),113 ,113 ,
12632000018,A03,노인요양시설(개정법),43 ,43 ,
12632000049,A03,노인요양시설(개정법),28 ,28 ,
12632000053,A03,노인요양시설(개정법),29 ,24 ,
12632000098,A03,노인요양시설(개정법),72 ,72 ,
12632000188,A03,노인요양시설(개정법),37 ,36 ,
12632000200,A03,노인요양시설(개정법),61 ,49 ,
12632000210,A03,노인요양시설(개정법),36 ,34 ,
12632000284,A04,노인요양공동생활가정,9 ,7 ,
12632000308,A03,노인요양시설(개정법),105 ,91 ,
12632000332,A03,노인요양시설(개정법),49 ,36 ,
12632000334,A04,노인요양공동생활가정,9 ,8 ,
12635000006,A03,노인요양시설(개정법),37 ,37 ,
12635000008,A03,노인요양시설(개정법),20 ,20 ,
12635000023,A03,노인요양시설(개정법),40 ,28 ,
12635000064,A03,노인요양시설(개정법),33 ,29 ,
12635000064,A04,노인요양공동생활가정,9 ,0 ,
12635000136,A03,노인요양시설(개정법),39 ,32 ,
12635000150,A03,노인요양시설(개정법),80 ,73 ,
12635000221,A04,노인요양공동생활가정,9 ,9 ,
12635000235,A04,노인요양공동생활가정,9 ,9 ,
12635000240,A04,노인요양공동생활가정,9 ,9 ,
12635000323,A03,노인요양시설(개정법),43 ,42 ,
12638000008,A03,노인요양시설(개정법),176 ,117 ,
12638000008,G31,치매전담실가형1실,16 ,16 ,
12638000008,G32,치매전담실가형2실,16 ,16 ,
12638000010,A03,노인요양시설(개정법),90 ,44 ,
12638000011,A03,노인요양시설(개정법),100 ,100 ,
12638000086,A03,노인요양시설(개정법),46 ,20 ,
12638000107,A03,노인요양시설(개정법),23 ,23 ,
12638000116,A03,노인요양시설(개정법),28 ,27 ,
12638000118,A03,노인요양시설(개정법),100 ,100 ,
12638000191,A03,노인요양시설(개정법),46 ,35 ,
12638000230,A03,노인요양시설(개정법),48 ,29 ,
12638000231,A03,노인요양시설(개정법),63 ,56 ,
12638000234,A04,노인요양공동생활가정,9 ,9 ,
12638000248,A03,노인요양시설(개정법),20 ,19 ,
12638000253,A03,노인요양시설(개정법),22 ,22 ,
12641000001,A03,노인요양시설(개정법),138 ,98 ,
12641000003,A03,노인요양시설(개정법),145 ,91 ,
12641000003,G31,치매전담실가형1실,12 ,12 ,
12641000003,G32,치매전담실가형2실,12 ,8 ,
12641000003,G33,치매전담실가형3실,12 ,8 ,
12641000004,A03,노인요양시설(개정법),146 ,108 ,
12641000005,A03,노인요양시설(개정법),78 ,75 ,
12641000006,A03,노인요양시설(개정법),68 ,64 ,
12641000007,A03,노인요양시설(개정법),79 ,77 ,
12641000024,A03,노인요양시설(개정법),76 ,55 ,
12641000037,A03,노인요양시설(개정법),15 ,15 ,
12644000009,A03,노인요양시설(개정법),109 ,58 ,
12644000019,A03,노인요양시설(개정법),40 ,29 ,
12644000021,A03,노인요양시설(개정법),100 ,64 ,
12644000065,A03,노인요양시설(개정법),67 ,26 ,
12644000070,A03,노인요양시설(개정법),39 ,36 ,
12647000001,A03,노인요양시설(개정법),89 ,86 ,
12647000020,A03,노인요양시설(개정법),18 ,18 ,
12647000046,A04,노인요양공동생활가정,9 ,5 ,
12647000047,A04,노인요양공동생활가정,9 ,7 ,
12647000048,A04,노인요양공동생활가정,9 ,8 ,
12647000137,A04,노인요양공동생활가정,9 ,9 ,
12647000148,A03,노인요양시설(개정법),60 ,57 ,
12647000210,A04,노인요양공동생활가정,9 ,9 ,
12650000004,A03,노인요양시설(개정법),61 ,61 ,
12650000005,A03,노인요양시설(개정법),74 ,60 ,
12650000010,A04,노인요양공동생활가정,9 ,8 ,
12650000013,A03,노인요양시설(개정법),48 ,47 ,
12650000014,A03,노인요양시설(개정법),17 ,14 ,
12650000147,A03,노인요양시설(개정법),94 ,90 ,
12653000003,A03,노인요양시설(개정법),22 ,22 ,
12653000043,A03,노인요양시설(개정법),15 ,15 ,
12653000051,A03,노인요양시설(개정법),90 ,45 ,
12653000056,A03,노인요양시설(개정법),84 ,37 ,
12653000078,A03,노인요양시설(개정법),131 ,113 ,
12653000078,G31,치매전담실가형1실,12 ,12 ,
12653000078,G32,치매전담실가형2실,12 ,12 ,
12653000078,G33,치매전담실가형3실,12 ,11 ,
12653000087,A03,노인요양시설(개정법),42 ,34 ,
12653000087,A04,노인요양공동생활가정,9 ,0 ,
12653000088,A03,노인요양시설(개정법),23 ,17 ,
12653000092,A03,노인요양시설(개정법),83 ,32 ,
12653000182,A04,노인요양공동생활가정,9 ,9 ,
12671000003,A03,노인요양시설(개정법),89 ,89 ,
12671000004,A03,노인요양시설(개정법),126 ,126 ,
12671000037,A03,노인요양시설(개정법),71 ,58 ,
12671000062,A03,노인요양시설(개정법),29 ,29 ,
12671000075,A03,노인요양시설(개정법),127 ,84 ,
12671000077,A03,노인요양시설(개정법),100 ,78 ,
12671000086,A03,노인요양시설(개정법),100 ,97 ,
12671000090,A03,노인요양시설(개정법),35 ,31 ,
12671000094,A03,노인요양시설(개정법),90 ,54 ,
12671000100,A03,노인요양시설(개정법),90 ,63 ,
12671000107,A03,노인요양시설(개정법),29 ,26 ,
12671000108,A03,노인요양시설(개정법),130 ,65 ,
12671000117,A03,노인요양시설(개정법),49 ,24 ,
12671000138,A04,노인요양공동생활가정,9 ,9 ,
12671000160,A03,노인요양시설(개정법),29 ,29 ,
12671000161,A04,노인요양공동생활가정,9 ,9 ,
12671000173,A03,노인요양시설(개정법),49 ,37 ,
12671000207,A04,노인요양공동생활가정,9 ,7 ,
12671000238,A03,노인요양시설(개정법),83 ,73 ,
12711000079,A04,노인요양공동생활가정,9 ,9 ,
12711000091,A04,노인요양공동생활가정,9 ,9 ,
12711000113,A03,노인요양시설(개정법),120 ,98 ,
12711000132,A03,노인요양시설(개정법),29 ,27 ,
12711000154,A03,노인요양시설(개정법),28 ,25 ,
12714000001,A03,노인요양시설(개정법),126 ,113 ,
12714000003,A03,노인요양시설(개정법),158 ,93 ,
12714000008,A03,노인요양시설(개정법),101 ,91 ,
12714000011,A03,노인요양시설(개정법),28 ,27 ,
12714000015,A03,노인요양시설(개정법),95 ,92 ,
12714000051,A03,노인요양시설(개정법),147 ,143 ,
12714000169,A03,노인요양시설(개정법),18 ,16 ,
12714000174,A04,노인요양공동생활가정,9 ,8 ,
12714000183,A03,노인요양시설(개정법),37 ,36 ,
12714000265,A04,노인요양공동생활가정,9 ,8 ,
12714000269,A03,노인요양시설(개정법),80 ,75 ,
12714000295,A03,노인요양시설(개정법),49 ,47 ,
12714000312,A03,노인요양시설(개정법),95 ,81 ,
12714000317,A03,노인요양시설(개정법),39 ,27 ,
12714000318,A03,노인요양시설(개정법),60 ,57 ,
12714000324,A04,노인요양공동생활가정,9 ,9 ,
12714000325,A04,노인요양공동생활가정,9 ,9 ,
12714000363,A03,노인요양시설(개정법),29 ,24 ,
12714000382,A03,노인요양시설(개정법),17 ,15 ,
12714000385,A04,노인요양공동생활가정,9 ,9 ,
12714000386,A04,노인요양공동생활가정,9 ,9 ,
12714000392,A03,노인요양시설(개정법),29 ,28 ,
12714000400,A03,노인요양시설(개정법),26 ,25 ,
12714000409,A03,노인요양시설(개정법),29 ,26 ,
12714000427,A03,노인요양시설(개정법),43 ,40 ,
12714000465,A04,노인요양공동생활가정,7 ,6 ,
12714000476,A03,노인요양시설(개정법),20 ,19 ,
12714000510,A03,노인요양시설(개정법),26 ,26 ,
12714000512,A03,노인요양시설(개정법),47 ,43 ,
12714000539,A03,노인요양시설(개정법),29 ,21 ,
12714000599,A04,노인요양공동생활가정,9 ,9 ,
12714000600,A04,노인요양공동생활가정,9 ,9 ,
12714000602,A04,노인요양공동생활가정,9 ,6 ,
12714000603,A03,노인요양시설(개정법),29 ,29 ,
12714000634,A04,노인요양공동생활가정,9 ,7 ,
12714000642,A04,노인요양공동생활가정,9 ,7 ,
12714000643,S41,치매전담형노인요양공동생활가정,9 ,8 ,
12714000644,A04,노인요양공동생활가정,9 ,9 ,
12714000650,A03,노인요양시설(개정법),42 ,12 ,
12714000666,A04,노인요양공동생활가정,9 ,7 ,
12714000675,A03,노인요양시설(개정법),29 ,0 ,
12717000001,A03,노인요양시설(개정법),140 ,140 ,
12717000003,A03,노인요양시설(개정법),99 ,75 ,
12717000004,A03,노인요양시설(개정법),18 ,18 ,
12717000032,A03,노인요양시설(개정법),25 ,23 ,
12717000112,A03,노인요양시설(개정법),17 ,16 ,
12717000139,A04,노인요양공동생활가정,9 ,9 ,
12717000140,A04,노인요양공동생활가정,9 ,9 ,
12717000144,A03,노인요양시설(개정법),100 ,75 ,
12717000150,A03,노인요양시설(개정법),49 ,42 ,
12717000227,A04,노인요양공동생활가정,9 ,9 ,
12717000237,A03,노인요양시설(개정법),16 ,16 ,
12717000242,A04,노인요양공동생활가정,9 ,9 ,
12717000250,A03,노인요양시설(개정법),156 ,152 ,
12717000254,A04,노인요양공동생활가정,9 ,8 ,
12717000255,A04,노인요양공동생활가정,9 ,9 ,
12717000268,A04,노인요양공동생활가정,9 ,9 ,
12717000269,A04,노인요양공동생활가정,9 ,8 ,
12717000283,A04,노인요양공동생활가정,9 ,9 ,
12717000344,A03,노인요양시설(개정법),81 ,67 ,
12717000350,A03,노인요양시설(개정법),48 ,45 ,
12717000354,A04,노인요양공동생활가정,9 ,9 ,
12717000355,A04,노인요양공동생활가정,9 ,9 ,
12717000377,A03,노인요양시설(개정법),99 ,98 ,
12717000382,A03,노인요양시설(개정법),38 ,37 ,
12717000386,A03,노인요양시설(개정법),63 ,57 ,
12717000400,A03,노인요양시설(개정법),38 ,34 ,
12717000411,A03,노인요양시설(개정법),48 ,25 ,
12717000427,A04,노인요양공동생활가정,9 ,9 ,
12717000428,A04,노인요양공동생활가정,9 ,9 ,
12717000429,A04,노인요양공동생활가정,9 ,8 ,
12717000434,A03,노인요양시설(개정법),24 ,24 ,
12720000004,A03,노인요양시설(개정법),146 ,136 ,
12720000011,A03,노인요양시설(개정법),98 ,94 ,
12720000052,A03,노인요양시설(개정법),28 ,20 ,
12720000081,A03,노인요양시설(개정법),86 ,61 ,
12720000088,A03,노인요양시설(개정법),98 ,89 ,
12720000090,A03,노인요양시설(개정법),29 ,23 ,
12720000100,A03,노인요양시설(개정법),22 ,21 ,
12720000106,A04,노인요양공동생활가정,9 ,9 ,
12720000125,A03,노인요양시설(개정법),26 ,24 ,
12720000135,A04,노인요양공동생활가정,9 ,8 ,
12720000137,A04,노인요양공동생활가정,9 ,7 ,
12720000138,A04,노인요양공동생활가정,9 ,8 ,
12720000155,A04,노인요양공동생활가정,9 ,9 ,
12720000160,A03,노인요양시설(개정법),28 ,28 ,
12720000174,A04,노인요양공동생활가정,9 ,9 ,
12720000175,A03,노인요양시설(개정법),20 ,18 ,
12720000194,A04,노인요양공동생활가정,9 ,7 ,
12720000199,A04,노인요양공동생활가정,9 ,9 ,
12720000207,A03,노인요양시설(개정법),49 ,39 ,
12720000275,A03,노인요양시설(개정법),38 ,38 ,
12720000277,A04,노인요양공동생활가정,9 ,9 ,
12720000291,A03,노인요양시설(개정법),22 ,19 ,
12720000308,A03,노인요양시설(개정법),80 ,59 ,
12720000312,A04,노인요양공동생활가정,9 ,8 ,
12720000327,A04,노인요양공동생활가정,9 ,9 ,
12723000018,A03,노인요양시설(개정법),332 ,272 ,
12723000106,A03,노인요양시설(개정법),39 ,21 ,
12723000107,A03,노인요양시설(개정법),156 ,133 ,
12723000107,G31,치매전담실가형1실,12 ,12 ,
12723000107,G32,치매전담실가형2실,10 ,9 ,
12723000172,A04,노인요양공동생활가정,9 ,9 ,
12723000177,A03,노인요양시설(개정법),60 ,34 ,
12723000181,A04,노인요양공동생활가정,9 ,8 ,
12723000196,A03,노인요양시설(개정법),49 ,29 ,
12723000216,A04,노인요양공동생활가정,9 ,9 ,
12723000240,A04,노인요양공동생활가정,9 ,9 ,
12723000244,A03,노인요양시설(개정법),23 ,23 ,
12723000245,A04,노인요양공동생활가정,9 ,9 ,
12723000259,A03,노인요양시설(개정법),25 ,23 ,
12723000266,A03,노인요양시설(개정법),41 ,27 ,
12723000277,A04,노인요양공동생활가정,9 ,9 ,
12723000304,A04,노인요양공동생활가정,9 ,9 ,
12723000315,A03,노인요양시설(개정법),49 ,43 ,
12723000317,A04,노인요양공동생활가정,9 ,7 ,
12723000318,A04,노인요양공동생활가정,9 ,9 ,
12723000329,A03,노인요양시설(개정법),74 ,74 ,
12723000346,A03,노인요양시설(개정법),29 ,27 ,
12723000372,A04,노인요양공동생활가정,9 ,9 ,
12723000388,A03,노인요양시설(개정법),20 ,20 ,
12723000404,A04,노인요양공동생활가정,9 ,9 ,
12723000410,A03,노인요양시설(개정법),198 ,197 ,
12723000412,A04,노인요양공동생활가정,9 ,9 ,
12723000413,A04,노인요양공동생활가정,9 ,9 ,
12723000420,A04,노인요양공동생활가정,9 ,8 ,
12723000448,A03,노인요양시설(개정법),49 ,46 ,
12723000466,A03,노인요양시설(개정법),45 ,41 ,
12723000482,A03,노인요양시설(개정법),25 ,25 ,
12723000489,A04,노인요양공동생활가정,9 ,9 ,
12723000491,A04,노인요양공동생활가정,9 ,9 ,
12723000495,A04,노인요양공동생활가정,9 ,9 ,
12723000496,A04,노인요양공동생활가정,9 ,8 ,
12723000507,A04,노인요양공동생활가정,9 ,8 ,
12723000512,A03,노인요양시설(개정법),29 ,29 ,
12723000541,A03,노인요양시설(개정법),29 ,28 ,
12723000542,A04,노인요양공동생활가정,9 ,9 ,
12723000544,A04,노인요양공동생활가정,9 ,8 ,
12723000563,A04,노인요양공동생활가정,9 ,9 ,
12723000565,A03,노인요양시설(개정법),60 ,44 ,
12723000566,A03,노인요양시설(개정법),46 ,41 ,
12723000568,A04,노인요양공동생활가정,9 ,7 ,
12723000569,A04,노인요양공동생활가정,9 ,9 ,
12723000574,A03,노인요양시설(개정법),21 ,21 ,
12723000578,A04,노인요양공동생활가정,9 ,9 ,
12723000580,A04,노인요양공동생활가정,6 ,4 ,
12723000618,A03,노인요양시설(개정법),38 ,28 ,
12723000619,A04,노인요양공동생활가정,9 ,8 ,
12723000631,A04,노인요양공동생활가정,9 ,9 ,
12723000642,A04,노인요양공동생활가정,9 ,9 ,
12723000649,A03,노인요양시설(개정법),49 ,45 ,
12723000667,A03,노인요양시설(개정법),45 ,43 ,
12723000683,A03,노인요양시설(개정법),29 ,28 ,
12723000687,A04,노인요양공동생활가정,9 ,9 ,
12723000688,A03,노인요양시설(개정법),29 ,27 ,
12723000690,A03,노인요양시설(개정법),40 ,28 ,
12723000695,A03,노인요양시설(개정법),29 ,28 ,
12723000708,A03,노인요양시설(개정법),49 ,15 ,
12723000709,A03,노인요양시설(개정법),61 ,21 ,
12723000714,A03,노인요양시설(개정법),44 ,4 ,
12726000007,A03,노인요양시설(개정법),135 ,113 ,
12726000044,A03,노인요양시설(개정법),20 ,20 ,
